index,time,longitude,latitude,magnitude,x,y
158359,2010-04-04 23:22:04.349,-116.46465,33.15266,3.54,-36.61524884172138,3.4504301541573192
158368,2010-04-04 23:27:22.618,-116.37774,33.05946,3.27,-46.97235985559873,11.553579614706358
158376,2010-04-04 23:31:32.629,-116.46055,33.15622,1.8,-36.21925157969681,3.831962544797901
158411,2010-04-04 23:56:01.090,-116.74377,33.63102,1.04,16.601492003644573,-22.410378061768416
158419,2010-04-05 00:01:49.132,-116.38643,33.18047,2.28,-33.51759301415733,10.728884635841998
158425,2010-04-05 00:02:54.840,-116.42737,33.16563,1.63,-35.171194696294556,6.91997482375072
158427,2010-04-05 00:04:11.560,-116.39595,33.08213,2.08,-44.45344116295426,9.853972013731376
158429,2010-04-05 00:04:56.580,-116.46416,33.17717,1.79,-33.889844890791295,3.4950666034136675
158449,2010-04-05 00:22:01.550,-116.40396,33.45285,1.31,-3.231990800385681,9.06902962934982
158451,2010-04-05 00:23:57.890,-116.42759,33.16545,2.15,-35.19122437808101,6.899511230456442
158453,2010-04-05 00:25:22.423,-116.38539,33.18666,2.93,-32.829188882273826,10.82490544166327
158458,2010-04-05 00:28:18.526,-116.0801,33.77814,1.93,33.01364138276975,38.96764394538888
158459,2010-04-05 00:28:22.972,-116.07996,33.77806,1.55,33.004798480996634,38.98061968683032
158471,2010-04-05 00:33:15.000,-116.40443,33.38239,2.29,-11.066825453275726,9.032756242408478
158474,2010-04-05 00:34:33.526,-116.40353,33.4526,1.31,-3.259751907721517,9.10894884813508
158477,2010-04-05 00:35:34.485,-116.40452,33.45213,1.21,-3.3120998866405276,9.017150899996963
158497,2010-04-05 00:50:02.750,-116.39217,33.38445,1.17,-10.836631459072056,10.170851848669221
158500,2010-04-05 00:52:14.476,-116.74189,33.63411,1.73,16.944679483515007,-22.235525075991998
158502,2010-04-05 00:53:26.721,-116.74152,33.63415,1.55,16.949048017269437,-22.201260242531028
158504,2010-04-05 00:54:32.424,-116.74164,33.63427,2.77,16.962417092519384,-22.212338909028094
158508,2010-04-05 00:58:28.870,-116.62794,33.11951,1.46,-40.29485367904678,-11.755458734672327
158521,2010-04-05 01:08:54.821,-116.51313,33.47006,1.5,-1.3225348236917451,-1.0589345754285315
158526,2010-04-05 01:10:38.277,-116.27748,33.24529,1.95,-26.29341245268544,20.852828056800856
158547,2010-04-05 01:22:54.494,-116.51346,33.46985,1.91,-1.3458823445587869,-1.0895466723714715
158550,2010-04-05 01:24:19.341,-116.38615,33.18843,1.51,-32.63245263940022,10.753963137627037
158553,2010-04-05 01:24:56.523,-116.38688,33.18844,1.48,-32.63141584476166,10.68603060391387
158567,2010-04-05 01:35:05.213,-116.38617,33.46411,1.57,-1.9782417400770216,10.718092093391405
158593,2010-04-05 01:54:05.652,-116.08092,33.77778,2.82,32.97330312233158,38.89201889080741
158595,2010-04-05 01:55:49.550,-116.51237,33.46826,1.01,-1.52269317858022,-0.988460597770882
158596,2010-04-05 01:57:09.914,-116.4037,33.4538,1.5,-3.1263329032581795,9.093051309059136
158598,2010-04-05 01:57:47.260,-116.74183,33.63376,1.34,16.905748423287744,-22.23006050490074
158599,2010-04-05 01:58:09.590,-116.0795,33.77829,1.32,33.030546456840796,39.02303048201687
158600,2010-04-05 01:58:36.710,-116.39733,33.48567,1.92,0.41802467531401083,9.680456210258528
158603,2010-04-05 02:01:45.270,-116.41975,33.17451,1.21,-34.18325156828869,7.628476304225249
158607,2010-04-05 02:05:00.655,-116.08033,33.77825,1.55,33.02578630162163,38.94633642597046
158608,2010-04-05 02:05:04.588,-116.08004,33.77822,1.4,33.02255953114313,38.97315310974021
158612,2010-04-05 02:06:55.776,-116.08008,33.77878,1.42,33.08481351393256,38.96920201889584
158615,2010-04-05 02:10:18.933,-116.4167,33.17497,2.77,-34.13187432920419,7.91230255786216
158616,2010-04-05 02:10:41.070,-116.4187,33.1745,1.48,-34.18428610975611,7.726202202409587
158617,2010-04-05 02:10:45.649,-116.41607,33.1752,1.93,-34.106251454491186,7.970916280777351
158631,2010-04-05 02:22:10.450,-116.2708,33.31295,1.42,-18.768609639171938,21.457372548252096
158633,2010-04-05 02:24:26.630,-116.41179,33.46001,1.31,-2.436491372450357,8.341917734381347
158634,2010-04-05 02:24:57.391,-116.43801,33.47797,2.75,-0.44122919940956656,5.908351184864587
158636,2010-04-05 02:25:16.190,-116.43754,33.47644,1.2,-0.6113305939957175,5.952047597189407
158640,2010-04-05 02:26:52.545,-116.33816,33.20531,2.06,-30.749497417692776,15.216806573146782
158646,2010-04-05 02:30:52.354,-116.07952,33.77819,2.13,33.019419452798765,39.02122743298115
158651,2010-04-05 02:33:01.683,-116.41658,33.17511,1.36,-34.11629791679337,7.923458380098664
158658,2010-04-05 02:35:29.510,-116.45762,33.15285,1.17,-36.59386684230802,4.104877165296516
158659,2010-04-05 02:35:42.380,-116.38524,33.1861,1.13,-32.89144242868826,10.838933682697443
158660,2010-04-05 02:36:09.087,-116.463,33.15424,1.35,-36.43950498517385,3.603971344518612
158669,2010-04-05 02:39:19.490,-116.38081,33.46216,1.17,-2.194505921151343,11.215550031897108
158718,2010-04-05 03:09:20.720,-116.48794,33.37497,1.29,-11.896033860820705,1.2789881208469613
158800,2010-04-05 03:48:24.901,-116.49907,33.46937,1.39,-1.3993143928741698,0.245215768081487
158809,2010-04-05 03:50:28.287,-116.50163,33.4703,1.08,-1.2959062326123325,0.00775861070325436
158810,2010-04-05 03:51:14.605,-116.49899,33.46848,1.27,-1.4982776891711018,0.2526388969271985
158887,2010-04-05 04:32:07.731,-116.49907,33.46937,1.45,-1.3993143928741698,0.245215768081487
158896,2010-04-05 04:39:50.392,-116.4037,33.45356,1.5,-3.153019682774348,9.09307648141382
158909,2010-04-05 04:48:20.370,-116.08001,33.77842,1.28,33.044809758383415,38.9758350720461
158913,2010-04-05 04:50:06.465,-116.41548,33.51531,1.8,3.712297320435722,7.994502663257338
158922,2010-04-05 04:57:51.141,-116.55876,33.61722,1.5,15.042304851351014,-5.282389701417508
158937,2010-04-05 05:10:06.296,-116.74189,33.63411,1.53,16.944679483515007,-22.235525075991998
158946,2010-04-05 05:16:52.470,-116.40252,33.30459,1.38,-19.717622225322547,9.218341415675567
158957,2010-04-05 05:25:35.561,-116.08105,33.77744,1.04,32.93544812341591,38.88015758222663
158981,2010-04-05 05:41:31.681,-116.49914,33.46895,1.27,-1.4460164266449986,0.23872395850766384
158984,2010-04-05 05:42:18.529,-116.45123,33.45683,2.81,-2.7925638927274217,4.683372227837303
158985,2010-04-05 05:42:30.990,-116.45014,33.45748,1.61,-2.7202375198731343,4.784455738701874
158993,2010-04-05 05:46:26.122,-116.49921,33.46929,1.32,-1.4082103106392865,0.23223004904698105
159003,2010-04-05 05:52:14.214,-116.49957,33.4692,1.56,-1.418218602245082,0.19883782380795234
159005,2010-04-05 05:54:13.305,-116.36209,33.36111,1.06,-13.428573181545898,12.967184991526423
159031,2010-04-05 06:15:08.058,-116.71724,33.57695,1.02,10.583767450661181,-19.96665020866189
159041,2010-04-05 06:22:26.462,-116.39022,33.18254,1.92,-33.28780360943807,10.375922233059276
159067,2010-04-05 06:42:42.190,-116.40967,33.44033,1.04,-4.624635071805327,8.540521338180632
159094,2010-04-05 07:00:07.710,-116.41683,33.0585,2.05,-47.082756330709586,7.91072014443003
159104,2010-04-05 07:07:28.997,-116.42558,33.05784,1.52,-47.15677474820603,7.095318600007761
159108,2010-04-05 07:08:49.895,-116.46052,33.50002,1.16,2.0095646050824056,3.81963344235673
159118,2010-04-05 07:14:04.230,-116.2882,33.31549,1.55,-18.489628977758947,19.839921930708044
159119,2010-04-05 07:14:21.480,-116.28845,33.31613,1.35,-18.418511919247095,19.816545985527426
159121,2010-04-05 07:14:48.600,-116.289,33.3164,1.64,-18.38859395799835,19.765378518937315
159126,2010-04-05 07:19:28.206,-116.415,33.51304,1.16,3.459921920022572,8.039213101374099
159131,2010-04-05 07:21:08.500,-116.62794,33.11951,1.57,-40.29485367904678,-11.755458734672327
159137,2010-04-05 07:25:29.637,-116.41734,33.0346,1.81,-49.74035346718838,7.865333221874946
159155,2010-04-05 07:39:54.287,-116.42558,33.05784,1.52,-47.15677474820603,7.095318600007761
159161,2010-04-05 07:44:56.336,-116.70071,33.26888,1.31,-23.675097338516615,-18.50085833026779
159176,2010-04-05 07:55:45.344,-116.29825,33.26209,1.23,-24.42930734520603,18.917659121930537
159182,2010-04-05 08:02:08.048,-116.74103,33.63418,1.18,16.95227908457055,-22.155888440642066
159201,2010-04-05 08:10:40.292,-116.41542,33.51298,1.5,3.4532177844416156,8.000280500457759
159202,2010-04-05 08:10:48.766,-116.76394,33.71496,2.14,25.939726412797867,-24.254134083482235
159212,2010-04-05 08:17:54.682,-116.40664,33.05805,1.02,-47.13197436120702,8.860421064103521
159222,2010-04-05 08:26:08.550,-116.47791,33.10434,1.33,-41.9885483460871,2.2172178271285534
159240,2010-04-05 08:36:53.900,-116.47032,33.07331,1.47,-45.43873963967678,2.925232797137404
159251,2010-04-05 08:42:29.721,-116.4516,33.45693,1.52,-2.7814610197331855,4.649041934094719
159253,2010-04-05 08:42:59.430,-116.2708,33.31295,1.42,-18.768609639171938,21.457372548252096
159320,2010-04-05 09:42:27.677,-116.38786,33.19469,1.36,-31.936547792160322,10.594077192640167
159323,2010-04-05 09:44:41.352,-116.10112,33.26046,1.23,-24.5573559396739,37.24705627985606
159379,2010-04-05 10:29:51.663,-116.29988,33.36793,2.56,-12.660736612299823,18.7433010145828
159387,2010-04-05 10:38:51.771,-116.45469,33.4546,1.66,-3.0406792181234525,4.362499966215606
159395,2010-04-05 10:46:42.608,-116.45494,33.45441,2.56,-3.0618167248559347,4.339316360086455
159413,2010-04-05 10:56:45.347,-116.98328,33.99546,1.42,57.202613875026366,-44.3958902255964
159426,2010-04-05 11:08:11.726,-116.3923,33.19426,2.36,-31.98480455569679,10.180985641110341
159427,2010-04-05 11:08:15.130,-116.3936,33.19123,1.59,-32.321851500660046,10.060369081212043
159428,2010-04-05 11:08:29.654,-116.39156,33.19275,1.59,-32.15263627144185,10.250020104831203
159429,2010-04-05 11:08:44.027,-116.3923,33.19426,1.86,-31.98480455569679,10.180985641110341
159430,2010-04-05 11:08:47.003,-116.39282,33.19458,1.86,-31.949272908329675,10.13256232160804
159431,2010-04-05 11:08:49.754,-116.39222,33.19394,1.8,-32.02037910229981,10.18846699513442
159432,2010-04-05 11:08:54.829,-116.39238,33.19433,1.51,-31.977028731340873,10.173533457711773
159433,2010-04-05 11:09:27.931,-116.39222,33.19426,1.33,-31.984796730349913,10.188429671915129
159434,2010-04-05 11:09:38.935,-116.39229,33.19445,1.07,-31.963676544364198,10.181893998326748
159438,2010-04-05 11:11:01.110,-116.39488,33.19303,1.04,-32.12182359664721,9.941055618362011
159439,2010-04-05 11:11:55.830,-116.39568,33.19397,1.13,-32.01737647194762,9.86650808834227
159446,2010-04-05 11:16:00.987,-116.39167,33.19464,1.86,-31.9424887101917,10.239562839477237
159468,2010-04-05 11:27:11.651,-116.32261,33.93426,1.16,50.3083961088585,16.523559074217925
159469,2010-04-05 11:27:16.070,-116.12906,33.25734,1.9,-24.913935618713392,34.65045634093976
159480,2010-04-05 11:31:32.440,-116.32261,33.93424,1.41,50.306172211166256,16.523562939859954
159506,2010-04-05 11:44:27.397,-116.38351,33.18574,2.26,-32.93129118073482,10.999971194932078
159512,2010-04-05 11:46:37.894,-116.32238,33.93403,1.03,50.282858047075095,16.54482266711815
159518,2010-04-05 11:48:33.230,-116.47133,33.07482,1.47,-45.27086319125933,2.831073103969748
159531,2010-04-05 11:54:15.850,-116.47133,33.07482,1.47,-45.27086319125933,2.831073103969748
159540,2010-04-05 11:57:52.130,-116.47133,33.07482,1.47,-45.27086319125933,2.831073103969748
159554,2010-04-05 12:08:16.358,-116.26332,33.25807,1.88,-24.86941540796767,22.166400240618234
159623,2010-04-05 12:52:57.188,-116.12971,33.25731,2.41,-24.91748770686978,34.59002954512443
159627,2010-04-05 12:53:58.673,-116.12877,33.25764,1.02,-24.880480589644378,34.67730198319927
159629,2010-04-05 12:54:13.788,-116.13037,33.25806,1.12,-24.834310820661845,34.52836399255922
159649,2010-04-05 13:07:29.950,-116.12873,33.25706,1.05,-24.94496022128037,34.68125197326211
159650,2010-04-05 13:07:36.107,-116.13023,33.25647,2.23,-25.011064032265853,34.542011338636314
159659,2010-04-05 13:15:55.076,-116.1296,33.25634,1.62,-25.02531005757431,34.600642555813096
159684,2010-04-05 13:36:49.450,-116.12873,33.25706,1.22,-24.94496022128037,34.68125197326211
159685,2010-04-05 13:37:44.378,-116.12954,33.25577,1.06,-25.088671120806136,34.60644779980247
159763,2010-04-05 14:30:47.721,-116.12898,33.25611,1.58,-25.050678534749462,34.65838385616639
159778,2010-04-05 14:41:06.410,-116.2708,33.31295,1.42,-18.768609639171938,21.457372548252096
159786,2010-04-05 14:45:05.908,-116.38926,33.17629,1.78,-33.98267574002477,10.466011066299933
159848,2010-04-05 15:37:21.870,-116.71683,33.57233,1.02,10.069968342141967,-19.92973309582859
159852,2010-04-05 15:39:00.888,-116.13013,33.25595,1.12,-25.068852111391642,34.551515745382424
159853,2010-04-05 15:39:23.430,-116.2708,33.31295,1.15,-18.768609639171938,21.457372548252096
159889,2010-04-05 16:07:39.308,-116.45558,33.45405,1.22,-3.1018734472808775,4.27995962172537
159909,2010-04-05 16:22:44.950,-116.2708,33.31295,1.42,-18.768609639171938,21.457372548252096
159979,2010-04-05 17:26:51.715,-116.39583,33.0575,3.6,-47.19216053598857,9.867924284361537
159984,2010-04-05 17:28:28.650,-116.39552,33.05588,3.15,-47.37226690884812,9.896997820104593
159985,2010-04-05 17:29:21.448,-116.39924,33.04997,2.02,-48.02977583202597,9.550946198542668
159991,2010-04-05 17:30:32.061,-116.39858,33.05448,2.11,-47.528226109195515,9.611966543389451
160002,2010-04-05 17:38:10.336,-116.39569,33.05558,1.6,-47.40564150938374,9.881188024470248
160007,2010-04-05 17:40:06.566,-116.25661,33.34558,1.13,-15.137304244669185,22.76741911506717
160008,2010-04-05 17:41:29.431,-116.12969,33.25651,1.08,-25.006436868748153,34.59220658134214
160087,2010-04-05 18:46:53.290,-116.47133,33.07482,1.16,-45.27086319125933,2.831073103969748
160089,2010-04-05 18:48:32.294,-116.39604,33.05766,1.17,-47.17438920845079,9.84833517974869
160101,2010-04-05 18:55:40.505,-116.45974,33.15422,1.0,-36.44161133536888,3.907455564725962
160158,2010-04-05 19:37:01.170,-116.39565,33.05492,1.32,-47.47902636013979,9.884990326416935
160165,2010-04-05 19:44:27.466,-116.42481,33.41741,1.57,-7.174364816646393,7.137600711357805
160170,2010-04-05 19:49:50.683,-116.0803,33.77821,1.54,33.0213497933142,38.94912729875573
160178,2010-04-05 19:53:35.744,-116.39507,33.05758,1.54,-47.18319274394554,9.938744096726822
160204,2010-04-05 20:10:03.166,-116.39653,33.05637,1.93,-47.31787683091568,9.802813461770127
160220,2010-04-05 20:24:19.841,-116.12898,33.25611,1.7,-25.050678534749462,34.65838385616639
160225,2010-04-05 20:26:10.470,-116.71326,33.63371,1.12,16.894429589891427,-19.585054659499168
160258,2010-04-05 20:50:47.344,-116.73549,33.59978,1.01,13.126006232995708,-21.65162705536785
160275,2010-04-05 21:02:44.319,-116.2337,33.29602,2.15,-20.64286986324861,24.909681152470473
160276,2010-04-05 21:03:19.381,-116.39463,33.05826,2.04,-47.10753816729811,9.979672872361828
160337,2010-04-05 21:39:20.912,-116.12799,33.25532,1.91,-25.138192240514126,34.750752778378065
160353,2010-04-05 21:51:07.743,-116.12937,33.25624,2.05,-25.03635303655313,34.62206850825954
160361,2010-04-05 21:55:35.958,-116.46348,33.15427,1.49,-36.43618564281105,3.559285461657348
160366,2010-04-05 22:02:36.955,-116.31078,33.25975,1.75,-24.691711151462403,17.753121615144266
160384,2010-04-05 22:17:17.086,-116.37907,33.18498,1.72,-33.01532147135214,11.41325442463267
160397,2010-04-05 22:24:27.909,-116.73513,33.59955,1.42,13.10035634490587,-21.618342646812053
160411,2010-04-05 22:33:51.671,-116.73519,33.59962,1.99,13.108152488824665,-21.62388212862492
160463,2010-04-05 23:08:47.771,-116.27513,33.24384,1.26,-26.454171684192026,21.07171855910017
160510,2010-04-05 23:45:42.226,-116.43872,33.4769,1.23,-0.5602479302050435,5.842572656688728
160527,2010-04-05 23:55:06.561,-116.49245,33.47333,1.77,-0.9589472898631098,0.8592256530143202
160656,2010-04-06 01:16:29.743,-116.67649,33.25475,1.54,-25.250325450095104,-16.251740646090813
160723,2010-04-06 02:10:54.360,-116.4533,33.4937,1.0,1.3071015361321165,4.489427273281189
160739,2010-04-06 02:22:01.760,-116.67677,33.25458,1.67,-25.26918481940101,-16.277808414608096
160840,2010-04-06 03:37:21.150,-116.12828,33.25696,1.43,-24.955929635121848,34.72313410458295
160888,2010-04-06 04:09:41.914,-116.48628,33.49498,1.25,1.4484909065806244,1.431150391516972
160892,2010-04-06 04:12:48.530,-116.41179,33.46001,1.31,-2.436491372450357,8.341917734381347
160941,2010-04-06 04:41:35.597,-116.38377,33.33014,1.12,-16.874773592292865,10.957613382730349
160972,2010-04-06 05:00:46.194,-116.463,33.15866,1.69,-35.948023417066516,3.6037891910191915
161080,2010-04-06 06:01:42.878,-116.40541,33.45508,1.24,-2.9841517842281,8.934277065020126
161108,2010-04-06 06:14:06.237,-116.42327,33.4794,1.19,-0.28128494507617136,7.275328384022434
161150,2010-04-06 06:45:29.852,-116.39798,33.46473,2.31,-1.91045721130796,9.622501105930645
161151,2010-04-06 06:45:57.770,-116.29234,33.25677,1.34,-25.019774051311366,19.468346733474323
161354,2010-04-06 08:55:46.460,-116.24273,33.30998,2.0,-19.092715632333285,24.066559467343886
161484,2010-04-06 10:04:00.010,-116.36525,33.25363,1.22,-25.380191166997143,12.689363369423278
161513,2010-04-06 10:21:48.112,-116.39141,33.19315,1.59,-32.108143530174324,10.263930905568262
161523,2010-04-06 10:28:22.980,-116.43675,33.5055,1.09,2.620039374603268,6.023297844479005
161604,2010-04-06 11:17:31.300,-116.2758,33.3219,1.43,-17.774435906796242,20.99059580402848
161630,2010-04-06 11:34:17.810,-116.2216,33.26843,2.06,-23.707772537378613,26.04251998914153
161737,2010-04-06 12:34:49.691,-116.13236,33.25933,1.71,-24.693751990893258,34.34282986664973
161768,2010-04-06 12:54:38.205,-116.43137,33.48559,1.79,0.40647350934123383,6.523620331209877
162092,2010-04-06 16:59:09.611,-116.39951,33.05137,1.15,-47.87412765420473,9.525629115288007
162093,2010-04-06 16:59:14.996,-116.39987,33.05159,1.01,-47.8496976084731,9.49205244091317
162097,2010-04-06 17:01:22.460,-116.39951,33.05132,1.94,-47.87968740009564,9.525634545062282
162099,2010-04-06 17:01:45.126,-116.39927,33.05159,1.07,-47.84964281842076,9.547973746626292
162241,2010-04-06 18:47:31.471,-116.37699,33.31606,1.01,-18.4396629902273,11.589387294183306
162325,2010-04-06 19:48:51.772,-116.04484,33.2631,2.6,-24.242242151884295,42.478633037105524
162344,2010-04-06 19:58:31.410,-116.09,33.1528,1.43,-36.524544743632774,38.32821136524801
162362,2010-04-06 20:12:37.341,-116.68648,33.67794,1.11,21.807842572498604,-17.096976978682168
162374,2010-04-06 20:26:19.740,-116.95712,33.82874,1.09,38.65331280700899,-42.06610475688556
162458,2010-04-06 21:28:33.200,-116.1422,33.3222,1.41,-17.70614083305971,33.40378357730315
162654,2010-04-07 00:11:23.970,-116.25059,33.28775,1.24,-21.566368193959466,23.342112709577265
162749,2010-04-07 01:22:21.192,-116.55497,33.0454,1.43,-48.541362740951534,-4.9639605307311525
162887,2010-04-07 02:57:40.982,-116.48286,33.05613,1.06,-47.34935011291316,1.7571106839018038
162917,2010-04-07 03:21:09.823,-116.34562,33.04932,1.42,-48.095855085569895,14.548645489610408
163158,2010-04-07 05:49:27.893,-116.28703,33.31764,1.55,-18.250336215187943,19.94814671941101
163275,2010-04-07 07:01:48.082,-116.34212,33.00275,1.07,-53.273707563763914,14.882754837374847
163361,2010-04-07 07:51:02.056,-116.33264,33.00605,1.14,-52.905371485206814,15.766210202306057
163603,2010-04-07 10:14:49.976,-116.43406,33.48771,1.15,0.6420410006280676,6.273998084603816
163623,2010-04-07 10:33:36.401,-116.42588,33.2648,1.31,-24.143894499893488,7.050651452649595
163720,2010-04-07 11:33:49.792,-116.39583,33.20488,1.31,-30.80425416989965,9.851319832509082
163921,2010-04-07 13:56:32.153,-116.42291,33.40128,1.81,-8.967806747078543,7.315303121631661
164086,2010-04-07 16:24:22.459,-116.42286,33.45226,1.97,-3.2990862524931335,7.315644828763278
164128,2010-04-07 17:06:34.766,-116.58406,33.13296,1.59,-38.803372341591114,-7.667737599567467
164142,2010-04-07 17:18:31.355,-116.42487,33.49983,1.17,1.9903163224953218,7.125253886376923
164205,2010-04-07 18:18:28.730,-116.3873,33.2978,1.29,-20.47118338581637,10.633606926160516
164239,2010-04-07 18:48:37.076,-116.53895,33.17129,2.41,-34.543681653888065,-3.465769880186914
164365,2010-04-07 20:44:04.450,-116.32079,33.33834,1.03,-15.954567905124948,16.807212655558008
164417,2010-04-07 21:44:02.793,-116.53969,33.17022,1.05,-34.662635352381336,-3.5346885688107252
164491,2010-04-07 22:50:26.299,-116.34504,33.32437,1.17,-17.51161734752643,14.556806254531038
164631,2010-04-08 00:25:03.138,-116.48712,33.44514,1.64,-4.09347548693888,1.354036386890929
164639,2010-04-08 00:29:58.941,-116.53938,33.17033,1.45,-34.650414389240716,-3.505830586854926
164664,2010-04-08 00:39:10.816,-116.41817,33.0567,1.2,-47.28300806729277,7.785998848332772
164751,2010-04-08 01:11:15.900,-116.38102,33.32923,1.01,-16.975667828086724,11.213220669866327
164944,2010-04-08 02:17:08.119,-116.4619,33.48323,1.01,0.14255190880334975,3.6923903502148505
164993,2010-04-08 02:30:44.675,-116.10225,33.26117,1.54,-24.478811575687924,37.14168731839344
165063,2010-04-08 02:54:01.144,-116.6954,33.63573,1.83,17.11581315148635,-17.931149994529285
165108,2010-04-08 03:05:17.250,-116.42112,33.16569,1.44,-35.164090271329414,7.501725304646167
165478,2010-04-08 05:02:20.911,-116.44972,33.50983,1.2,3.1008361392976864,4.82050464283309
165597,2010-04-08 05:39:01.075,-116.26168,33.30975,1.38,-19.122514607895937,22.3056559986135
165601,2010-04-08 05:39:45.455,-116.26168,33.30975,1.55,-19.122514607895937,22.3056559986135
165767,2010-04-08 06:22:57.918,-116.42346,33.09871,1.07,-42.61209208330156,7.2894933281134895
165833,2010-04-08 06:39:39.476,-116.45841,33.49814,1.26,1.800597747660337,4.0153679436884495
166118,2010-04-08 07:56:01.552,-116.10224,33.26152,1.28,-24.43988984827906,37.14246799017327
166215,2010-04-08 08:25:25.196,-116.4611,33.06941,1.08,-45.87210309500975,3.7845127556755007
166459,2010-04-08 09:37:15.390,-116.4005,33.0003,1.28,-53.552941977914934,9.438848463812045
166651,2010-04-08 10:30:44.414,-116.34333,33.00253,2.51,-53.29834244785327,14.769954507174528
167247,2010-04-08 13:33:12.764,-116.3423,33.00137,1.41,-53.42718219303845,14.866202663812368
167310,2010-04-08 13:54:05.900,-116.49582,33.06064,1.0,-46.84800435693955,0.5492441869010041
167522,2010-04-08 14:57:54.744,-116.23609,33.23962,1.81,-26.914828735759926,24.703529748443064
167768,2010-04-08 16:06:10.671,-116.54652,33.48775,1.31,0.6453416001143204,-4.155206415639367
168035,2010-04-08 17:29:02.918,-116.23821,33.289,2.02,-21.424528509424555,24.492488235831637
168457,2010-04-08 19:32:28.797,-116.43743,33.4768,1.2,-0.5712941131558954,5.962225222467474
168577,2010-04-08 20:05:28.491,-116.61594,33.41982,1.13,-6.903199484132155,-10.60130986448644
168734,2010-04-08 20:45:58.048,-116.10219,33.26083,1.31,-24.516596368970504,37.14741089380913
168983,2010-04-08 22:00:39.992,-116.588,33.81733,1.05,37.29539029062219,-7.9713974500028035
168998,2010-04-08 22:04:10.685,-116.2374,33.28911,1.06,-21.412106087725743,24.567746011745033
169367,2010-04-08 23:46:37.946,-116.73714,33.67039,1.0,20.977820645397074,-21.786598812593972
169719,2010-04-09 01:29:34.363,-116.37221,33.33873,1.44,-15.918331636089404,12.030412501051655
169802,2010-04-09 01:52:29.611,-116.41837,33.10212,1.42,-42.2325497829626,7.763335306320519
169915,2010-04-09 02:31:55.259,-116.52197,33.13455,1.88,-38.62941948065538,-1.8861503217950653
169928,2010-04-09 02:35:14.530,-116.52203,33.13415,1.15,-38.673896362972336,-1.8917458095738728
169956,2010-04-09 02:41:55.099,-116.50899,33.50212,1.16,2.2423399702674924,-0.6746752427674371
169961,2010-04-09 02:42:51.369,-116.52197,33.13455,1.13,-38.62941948065538,-1.8861503217950653
169973,2010-04-09 02:45:57.487,-116.40547,33.18092,1.48,-33.4693549904989,8.956879458382819
170582,2010-04-09 05:33:33.993,-116.39589,33.20489,1.31,-30.803147896568206,9.845736360556657
170954,2010-04-09 07:32:58.376,-116.4569,33.05522,1.02,-47.44979869683877,4.176558315504472
171073,2010-04-09 08:08:06.297,-116.44364,33.01731,1.05,-51.66458838687108,5.41470708564485
171420,2010-04-09 09:52:28.816,-116.52097,33.17376,1.06,-34.2694840823474,-1.7922325963737886
171866,2010-04-09 12:00:32.887,-116.41054,33.26991,1.19,-23.574543942977883,8.476394382746454
171994,2010-04-09 12:30:35.260,-116.39334,33.19597,1.13,-31.7947624626052,10.084015830250381
172319,2010-04-09 14:00:13.090,-116.34469,33.00347,1.06,-53.19401101064997,14.64297206986524
172357,2010-04-09 14:13:50.685,-116.42542,33.05281,1.54,-47.71607429416521,7.11063767242398
172361,2010-04-09 14:15:05.784,-116.42548,33.0528,1.83,-47.717190334034896,7.105046428461648
172368,2010-04-09 14:16:57.495,-116.42538,33.05296,1.3,-47.699392327160794,7.11435354200517
172371,2010-04-09 14:17:26.912,-116.42525,33.05263,1.93,-47.73607777173104,7.1264964498396175
172553,2010-04-09 15:12:01.127,-116.45136,33.30559,1.14,-19.609689987978744,4.679451141675055
172694,2010-04-09 15:54:44.370,-116.2708,33.31295,1.29,-18.768609639171938,21.457372548252096
172807,2010-04-09 16:24:38.010,-116.41747,33.04938,1.09,-48.096902370659514,7.851891826574351
173047,2010-04-09 17:46:48.099,-116.36209,33.25334,1.22,-25.41204791453968,12.983245717593334
173066,2010-04-09 17:55:59.302,-116.08927,33.78505,1.22,33.77858475305505,38.117043761838474
173143,2010-04-09 18:18:41.341,-116.55396,33.14215,1.0,-37.78330152583096,-4.864444684393204
173553,2010-04-09 20:35:38.558,-116.27042,33.31275,1.42,-18.79077015458858,21.492732912074434
173916,2010-04-09 22:59:21.161,-116.73122,33.60372,1.31,13.563231017206121,-21.255183626486108
173959,2010-04-09 23:16:32.966,-116.32484,33.32067,2.03,-17.920028849223215,16.434318493368156
174659,2010-04-10 03:26:28.181,-116.14056,33.78578,1.69,33.84205620161367,33.37668291828448
174661,2010-04-10 03:27:08.173,-116.39084,33.44529,1.4,-4.071402105108487,10.28712539084337
174774,2010-04-10 04:04:44.930,-116.41179,33.46001,1.0,-2.436491372450357,8.341917734381347
175288,2010-04-10 06:57:44.430,-116.42244,33.47796,1.89,-0.4413471799617047,7.3524296978235215
176125,2010-04-10 11:23:55.764,-116.24556,33.2471,1.35,-26.08529892441895,23.82075985733639
176515,2010-04-10 13:51:00.176,-116.47599,33.4796,1.29,-0.261497968895474,2.385757975763854
177238,2010-04-10 18:22:42.660,-116.21748,33.04159,1.3,-48.930169551310414,26.49419412007708
177280,2010-04-10 18:39:09.190,-116.41048,33.47853,1.85,-0.37705555405153995,8.461633442156621
177346,2010-04-10 19:05:56.501,-116.52603,33.17421,1.03,-34.21934784283422,-2.263166619638143
